时间,SZ161226,SZ162719,SZ161129,SH501018,SZ160416,SZ160723,SZ162411,SH501225,SZ161815,SZ161116,SZ163208,SZ161128,SZ161130,SZ160216,SZ165513,SZ161125,SH501312,SZ164701,SZ160719,SZ160140,SZ161127,SH501043,SZ161126,SZ162415,SZ161831,SZ164824,SZ164705,SH501300,SZ164906,SZ160924,SZ161124,SH501302,SZ160717,SH501025,SZ160644
2026-03-31 08:54,34.23,25.78,24.61,23.96,22.05,20.43,9.98,8.93,7.21,7.06,6.9,4.17,2.69,2.47,2.22,2.01,1.56,1.29,0.85,0.71,0.65,0.62,0.58,0.37,-0.35,-0.39,-0.42,-0.54,-0.59,-0.76,-0.77,-0.84,-0.95,-0.96,-1.24
